Moments,ree,gain0_001,gain0_005,gain0_01
sigma_CY,0.5104308179814226,0.744282717406373,0.7457033168390034,0.7494188095477923
sigma_IY,2.7175009504209258,2.0903555691412747,2.0866092743792324,2.076779691880226
sigma_NY,0.3563931752903266,0.46537659455503505,0.4679771722204764,0.47308577836157745
sigma_PrY,0.7565305943897709,1.0340479759889278,1.03480295096519,1.038425711297481
rho_IY,0.9622339097411176,0.9146417069226651,0.9138702642469038,0.9121701520073268
rho_KY,0.6004423391173901,0.5841682368597217,0.5861716503941314,0.5888330802495885
rho_CY,0.8611527320127887,0.9180805061459432,0.917869978041168,0.9180480926144609
rho_NY,0.2567588876676279,-0.4856167677135929,-0.48413751966939034,-0.48586720715592563
rho_PrY,0.9972540336369068,0.9963928569591072,0.9962982415264925,0.9960478761767328
rho_PrN,0.32362816628653457,-0.5554255639149837,-0.553131581461556,-0.5536386975885267
